Ticker,Name,Series Type,Currency,Country,Sector,Industry,Sic,Exchange,Cik,Fiscal_End,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History
UNUSAM,"United States U-3 Total unemployed, as a percent of the civilian labor force",Employment,Non Currency Series,United States,,,,,,,Percentage,Units,Stock,SA,Annual From Dec 1890 To Apr 1929<BR>Monthly From May 1929 To Jan 2021<BR>,"Notes: Data are disseminated as levels (number of unemployed) and as a rate (defined as the proportion of the labor force which is unemployed).  <br />""Unemployed persons"" are defined as being all persons who had no employment during the reference week , were available for work, except for temporary illness, and had made specific efforts to find employment some time during the 4-week-period ending with the reference week. Persons who were waiting to be recalled to a job from which they had been paid off need not have been looking for work to be classified as unemployed. The data are compiled using information from the monthly Current Population Survey (CPS) which covers the civilian noninstitutional population 16 years and older. Each month about 55,000 occupied household units are eligible for interview. Part of the sample is changed each month, and the rotation plan provides for three-fourths of the sample to be common from one month to the next, and one-half to be common with the same month a year earlier. The reference week for the survey is the calendar week (Sunday through Saturday) that includes the 12th day of the month. The data are published in both an unadjusted and a seasonally-adjusted format.Source: Federal Reserve Bank of St. Louis. The data is collected from the FRED database. The FRED database uses data from the Board of Governors of the Federal Reserve System, the Federal Reserve Bank of Philadelphia, the Federal Reserve Bank of St. Louis, the Office of Federal Housing Enterprise Oversight, The White House Council of Economic Advisors and Office of Management and Budget, the Congressional Budget Office, the U.S. Department of Commerce, the U.S. Department of Housing and Urban Development, the Bureau of Labor Statistics and the U.S. Department of the Treasury.",
Date,Ticker,Open,High,Low,Close
12/31/1890,UNUSAM,,,,4
12/31/1891,UNUSAM,,,,5.4
12/31/1892,UNUSAM,,,,3
12/31/1893,UNUSAM,,,,11.7
12/31/1894,UNUSAM,,,,18.4
12/31/1895,UNUSAM,,,,13.7
12/31/1896,UNUSAM,,,,14.4
12/31/1897,UNUSAM,,,,14.5
12/31/1898,UNUSAM,,,,12.4
12/31/1899,UNUSAM,,,,6.5
12/31/1900,UNUSAM,,,,5
12/31/1901,UNUSAM,,,,4
12/31/1902,UNUSAM,,,,3.7
12/31/1903,UNUSAM,,,,3.9
12/31/1904,UNUSAM,,,,5.4
12/31/1905,UNUSAM,,,,4.3
12/31/1906,UNUSAM,,,,1.7
12/31/1907,UNUSAM,,,,2.8
12/31/1908,UNUSAM,,,,8
12/31/1909,UNUSAM,,,,5.1
12/31/1910,UNUSAM,,,,5.9
12/31/1911,UNUSAM,,,,6.7
12/31/1912,UNUSAM,,,,4.6
12/31/1913,UNUSAM,,,,4.3
12/31/1914,UNUSAM,,,,7.9
12/31/1915,UNUSAM,,,,8.5
12/31/1916,UNUSAM,,,,5.1
12/31/1917,UNUSAM,,,,4.6
12/31/1918,UNUSAM,,,,1.4
12/31/1919,UNUSAM,,,,1.4
12/31/1920,UNUSAM,,,,5.2
12/31/1921,UNUSAM,,,,11.7
12/31/1922,UNUSAM,,,,6.7
12/31/1923,UNUSAM,,,,2.4
12/31/1924,UNUSAM,,,,5
12/31/1925,UNUSAM,,,,3.2
12/31/1926,UNUSAM,,,,1.8
12/31/1927,UNUSAM,,,,3.3
12/31/1928,UNUSAM,,,,4.2
04/30/1929,UNUSAM,,,,0.69
05/31/1929,UNUSAM,,,,1.65
06/30/1929,UNUSAM,,,,2.06
07/31/1929,UNUSAM,,,,0.79
08/31/1929,UNUSAM,,,,0.4
09/30/1929,UNUSAM,,,,0.91
10/31/1929,UNUSAM,,,,2.31
11/30/1929,UNUSAM,,,,1.89
12/31/1929,UNUSAM,,,,2.08
01/31/1930,UNUSAM,,,,2.21
02/28/1930,UNUSAM,,,,3.12
03/31/1930,UNUSAM,,,,3.63
04/30/1930,UNUSAM,,,,3.6
05/31/1930,UNUSAM,,,,3.39
06/30/1930,UNUSAM,,,,3.77
07/31/1930,UNUSAM,,,,5.02
08/31/1930,UNUSAM,,,,6.64
09/30/1930,UNUSAM,,,,7.79
10/31/1930,UNUSAM,,,,9.01
11/30/1930,UNUSAM,,,,10.78
12/31/1930,UNUSAM,,,,11.89
01/31/1931,UNUSAM,,,,11.18
02/28/1931,UNUSAM,,,,11.67
03/31/1931,UNUSAM,,,,11.78
04/30/1931,UNUSAM,,,,11.94
05/31/1931,UNUSAM,,,,12.3
06/30/1931,UNUSAM,,,,13.02
07/31/1931,UNUSAM,,,,13.84
08/31/1931,UNUSAM,,,,15.01
09/30/1931,UNUSAM,,,,15.83
10/31/1931,UNUSAM,,,,16.75
11/30/1931,UNUSAM,,,,17.95
12/31/1931,UNUSAM,,,,19.1
01/31/1932,UNUSAM,,,,18.04
02/29/1932,UNUSAM,,,,18.66
03/31/1932,UNUSAM,,,,19.78
04/30/1932,UNUSAM,,,,21.03
05/31/1932,UNUSAM,,,,22.34
06/30/1932,UNUSAM,,,,23.72
07/31/1932,UNUSAM,,,,24.54
08/31/1932,UNUSAM,,,,25.02
09/30/1932,UNUSAM,,,,24.85
10/31/1932,UNUSAM,,,,24.82
11/30/1932,UNUSAM,,,,24.67
12/31/1932,UNUSAM,,,,25.2
01/31/1933,UNUSAM,,,,23.72
02/28/1933,UNUSAM,,,,24.03
03/31/1933,UNUSAM,,,,25.36
04/30/1933,UNUSAM,,,,25.49
05/31/1933,UNUSAM,,,,25.59
06/30/1933,UNUSAM,,,,25.04
07/31/1933,UNUSAM,,,,23.84
08/31/1933,UNUSAM,,,,22.45
09/30/1933,UNUSAM,,,,21.48
10/31/1933,UNUSAM,,,,21.26
11/30/1933,UNUSAM,,,,21.29
12/31/1933,UNUSAM,,,,21.07
01/31/1934,UNUSAM,,,,18.8
02/28/1934,UNUSAM,,,,17.9
03/31/1934,UNUSAM,,,,16.81
04/30/1934,UNUSAM,,,,16.64
05/31/1934,UNUSAM,,,,16.96
06/30/1934,UNUSAM,,,,17.69
07/31/1934,UNUSAM,,,,18.79
08/31/1934,UNUSAM,,,,20.27
09/30/1934,UNUSAM,,,,21.51
10/31/1934,UNUSAM,,,,21.54
11/30/1934,UNUSAM,,,,21.41
12/31/1934,UNUSAM,,,,20.44
01/31/1935,UNUSAM,,,,17.88
02/28/1935,UNUSAM,,,,17.5
03/31/1935,UNUSAM,,,,17.54
04/30/1935,UNUSAM,,,,17.55
05/31/1935,UNUSAM,,,,17.77
06/30/1935,UNUSAM,,,,18.14
07/31/1935,UNUSAM,,,,17.72
08/31/1935,UNUSAM,,,,17.77
09/30/1935,UNUSAM,,,,18.41
10/31/1935,UNUSAM,,,,17.45
11/30/1935,UNUSAM,,,,16.8
12/31/1935,UNUSAM,,,,16.44
01/31/1936,UNUSAM,,,,14.96
02/29/1936,UNUSAM,,,,15.1
03/31/1936,UNUSAM,,,,14.86
04/30/1936,UNUSAM,,,,15.57
05/31/1936,UNUSAM,,,,14.67
06/30/1936,UNUSAM,,,,14.85
07/31/1936,UNUSAM,,,,14.25
08/31/1936,UNUSAM,,,,13.46
09/30/1936,UNUSAM,,,,13.31
10/31/1936,UNUSAM,,,,13.81
11/30/1936,UNUSAM,,,,13.24
12/31/1936,UNUSAM,,,,12.78
01/31/1937,UNUSAM,,,,12.11
02/28/1937,UNUSAM,,,,11.99
03/31/1937,UNUSAM,,,,11.73
04/30/1937,UNUSAM,,,,11.85
05/31/1937,UNUSAM,,,,11.23
06/30/1937,UNUSAM,,,,11.5
07/31/1937,UNUSAM,,,,10.97
08/31/1937,UNUSAM,,,,11.14
09/30/1937,UNUSAM,,,,11.63
10/31/1937,UNUSAM,,,,12.19
11/30/1937,UNUSAM,,,,13.7
12/31/1937,UNUSAM,,,,15.91
01/31/1938,UNUSAM,,,,16.88
02/28/1938,UNUSAM,,,,17.88
03/31/1938,UNUSAM,,,,18.49
04/30/1938,UNUSAM,,,,18.96
05/31/1938,UNUSAM,,,,19.74
06/30/1938,UNUSAM,,,,20
07/31/1938,UNUSAM,,,,19.58
08/31/1938,UNUSAM,,,,19.18
09/30/1938,UNUSAM,,,,18.6
10/31/1938,UNUSAM,,,,18.22
11/30/1938,UNUSAM,,,,17.14
12/31/1938,UNUSAM,,,,16.36
01/31/1939,UNUSAM,,,,17.61
02/28/1939,UNUSAM,,,,17.43
03/31/1939,UNUSAM,,,,17.19
04/30/1939,UNUSAM,,,,17.39
05/31/1939,UNUSAM,,,,16.9
06/30/1939,UNUSAM,,,,16.29
07/31/1939,UNUSAM,,,,16.18
